肺泡蛋白质沉积症,0.0000002000
百日咳,0.0050000000
苯中毒,0.0006500000
喘息样支气管炎,0.0500000000
成人呼吸窘迫综合征,0.0300000000
大量羊水吸入,0.0000100000
单纯性肺嗜酸粒细胞浸润症,0.0000650000
大叶性肺炎,0.0040000000
大楼病综合征,0.0000100000
二硫化碳中毒,0.0000030000
肺-胸膜阿米巴病,0.0002000000
肺出血－肾炎综合征,0.0000010000
肺放线菌病,0.0000300000
肺泡蛋白沉着症,0.0000001000
肺曲菌病,0.0024000000
放射性肺炎,0.0300000000
肺念珠菌病,0.0000500000
肺大疱,0.0000500000
肺炎球菌肺炎,0.0500000000
肺气肿,0.0000100000
肺炎杆菌肺炎,0.0000020000
肺脓肿,0.0080000000
肺栓塞,0.0000500000
肺炎,0.0006000000
肺大泡,0.0001500000
肺水肿,0.0005000000
非典,0.0000001000
肺转移瘤,0.0000600000
肺炎性假瘤,0.0005300000
肺隐球菌病,0.0007400000
肺癌,0.0050000000
镉中毒,0.0000055000
感冒,0.0060000000
感染性休克,0.0015000000
过敏性休克,0.0000100000
Goodpasture综合征,0.0000550000
过敏性肺炎,0.0002000000
汞中毒,0.0000300000
呼吸道异物,0.0000200000
呼吸性细支气管相关的间质性肺疾病,0.0000010000
呼吸衰竭,0.0000500000
呼吸道合胞病毒肺炎,0.0000100000
减压病,0.0000010000
急性呼吸衰竭,0.0002500000
急性肺脓肿,0.0042500000
军团病,0.0
急性呼吸窘迫综合征,0.0004000000
军团菌病,0.0005800000
结核性脓胸,0.0003000000
金黄色葡萄球菌肺炎,0.0009000000
咖啡因与氨茶碱中毒,0.0000250000
卡氏肺囊虫肺炎,0.0000200000
咯血,0.0000300000
硫化氢中毒,0.0000350000
老年肺炎,0.0050000000
流行性感冒,0.8700000000
免疫缺陷者肺炎,0.0000100000
镍中毒,0.0000100000
铍中毒,0.0000020000
缺血缺氧性脑病,0.0000350000
气胸,0.0023000000
球孢子菌病,0.0000650000
禽流感,0.0000030000
迁延性肺嗜酸粒细胞浸润症,0.0000650000
气管肿瘤,0.0000030000
气管先天性疾病,0.0000025000
气管、支气管狭窄,0.0005000000
乳酸性酸中毒,0.0000100000
热带性肺嗜酸粒细胞浸润症,0.0000285000
手术后和创伤后肺炎,0.0021000000
鼾症,0.1000000000
特发性肺纤维化,0.0000025000
脱屑性间质性肺炎,0.0000300000
特发性阻塞性细支气管炎伴机化性肺炎,0.0000100000
特发性含铁血黄素沉着症,0.0
外源性过敏性肺泡炎,0.0000200000
小儿结核病,0.0000010000
新生儿呼吸窘迫综合征,0.0005000000
吸入性损伤,0.0000100000
小儿金黄色葡萄球菌肺炎,0.0001500000
小儿急性支气管炎,0.8000000000
小儿流行性感冒,0.8000000000
小儿急性喉炎,0.0200000000
矽肺,0.0000100000
新生儿窒息,0.0100000000
小儿支原体肺炎,0.6000000000
新生儿肺不张,0.0001000000
小儿感冒,1.0000000000
哮喘,0.0100000000
小儿哮喘,0.0000500000
小儿肺炎,0.0000600000
新生儿呼吸暂停,0.0300000000
先天性肺囊肿,0.0005000000
休克型肺炎,0.0000100000
吸入性肺炎,0.0005000000
腺病毒肺炎,0.0000350000
哮喘性肺嗜酸粒细胞浸润症,0.0000200000
细菌性肺炎,0.0003300000
新生儿湿肺,0.0085000000
胸壁结核,0.0000350000
乙醚中毒,0.0006000000
淹溺,0.0001500000
衣原体肺炎,0.0005000000
羊水与胎粪吸入综合征,0.0170000000
一氧化碳中毒,0.0300000000
阻塞性肺气肿,0.0245000000
支原体肺炎,0.0002000000
支气管扩张,0.0060000000
支气管肺炎,0.0300000000
变应性血管炎,0.0006000000
病毒性心肌炎,0.0000400000
病态窦房结综合征,0.0004000000
川崎病,0.0004500000
穿透性心脏外伤,0.0001300000
窦性停搏,0.0000250000
单心室,0.0150000000
单心房,0.0000010000
单纯性下肢静脉曲张,0.0800000000
动脉硬化,0.2000000000
动脉导管未闭,0.1500000000
窦性心动过速,0.0035000000
动脉瘤,0.0000100000
二尖瓣关闭不全,0.0005000000
二尖瓣狭窄,0.0000300000
二尖瓣脱垂综合征,0.0005000000
二尖瓣环钙化,0.0000200000
肺性脑病,0.0001200000
风湿性二尖瓣狭窄,0.0001200000
风湿性二尖瓣关闭不全,0.0000500000
肥厚型梗阻性心肌病,0.0000400000
房室管畸形,0.0005500000
法洛四联症,0.0036000000
风湿热,0.0005000000
肺动脉口狭窄,0.1000000000
肥厚型心肌病,0.0000040000
房室传导阻滞,0.0001200000
肺动静脉瘘,0.0000030000
高血压危象,0.0027000000
高血压,0.1580000000
冠状动脉终止异常,0.0000100000
冠状动脉异位起源,0.0000010000
感染性心内膜炎,0.0000520000
冠心病,0.0050000000
后天性三尖瓣关闭不全,0.0000350000
后天性动静脉瘘,0.0008600000
间歇性眼球突出症,0.0001000000
急性心肌梗死,0.0000200000
酒精性心肌病,0.0000400000
急性心功能不全,0.0005000000
急性感染性心内膜炎,0.0000450000
急性心包炎,0.0000020000
急性心力衰竭,0.0005000000
甲亢,0.0
扩张型心肌病,0.0000550000
克山病,0.0000200000
雷诺病,0.0020000000
慢性肺源性心脏病,0.0050000000
缺血性心肌病,0.0000200000
四肢血栓性浅静脉炎,0.0000500000
三尖瓣下移畸形,0.0075000000
三尖瓣狭窄,0.0005000000
三尖瓣关闭不全,0.0001300000
三尖瓣闭锁,0.0300000000
三房心,0.0000035000
颈动脉体瘤,0.0005000000
完全性肺静脉异位回流,0.0
完全性大动脉错位,0.0000090000
休克,0.0010000000
新生儿缺氧缺血性脑病,0.0475000000
新生儿硬肿症,0.0000500000
血管瘤,0.0100000000
先天性风疹,0.0000652000
血栓闭塞性脉管炎,0.0003000000
胸降主动脉动脉瘤,0.0000200000
胸主动脉夹层动脉瘤,0.0000050000
心脏神经官能症,0.0010000000
心内膜弹性纤维增生症,0.0000100000
心绞痛,0.0010000000
心肌梗塞并发心室间隔穿破,0.0004000000
心肌梗塞并发二尖瓣关闭不全,0.0000100000
心肌梗死,0.0040600000
心功能障碍,0.0000400000
心包囊肿,0.0000100000
小儿高血压,0.0001000000
小儿充血性心力衰竭,0.0000150000
心肌梗塞并发左心室室壁瘤,0.0005000000
先天性主动脉缩窄,0.0500000000
先天性主动脉弓畸形,0.0150000000
先天性主动脉瓣下狭窄,0.0000100000
先天性主动脉瓣上狭窄,0.0000350000
先天性动脉导管未闭,0.0375150000
先天性动静脉瘘,0.0003000000
先天性二尖瓣畸形,0.0000200000
心包积液,0.0300000000
心肌病,0.0000100000
心律失常,0.0060000000
限制型心肌病,0.0000020000
心房扑动与心房颤动,0.0010000000
心室内传导阻滞,0.0000750000
先天性主动脉瓣窦动脉瘤破裂,0.0000040000
心包肿瘤,0.0000020000
血管运动性鼻炎,0.0
胸腔积液,0.0000350000
心肌炎,0.0000100000
心脏内粘液瘤,0.0000200000
心室间隔缺损,0.0010000000
羊水过多,0.0000450000
原发性下肢静脉瓣膜关闭不全,0.0400000000
亚急性感染性心内膜炎,0.0001300000
乙状窦血栓性静脉炎,0.0001200000
左心室双出口,0.0000040000
左心发育不良,0.0001500000
自发性血胸,0.0001000000
主-肺动脉隔缺损,0.0008000000
主动脉夹层,0.0000573333
主动脉瓣狭窄合并关闭不全,0.0000500000
主动脉瓣膜部狭窄,0.0000500000
阵发性室上性心动过速,0.0000200000
早搏,0.0004000000
主动脉瘤,0.0000300000
主动脉瓣狭窄,0.0150000000
主动脉瓣关闭不全,0.0000600000
阵发性室性心动过速,0.0700000000
中暑衰竭,0.0000750000
阿米巴肝脓肿,0.0000300000
氨基甲酸酯类农药中毒,0.0000750000
阿米巴肠病,0.0000520000
阿片类药物中毒,0.0000200000
柏-查综合征,0.0003500000
Brenneman综合征,0.0000650000
巴瑞特综合征,0.0001000000
半乳糖血症,0.0000100000
暴发性肝功能衰竭,0.0000650000
鞭虫病,0.0005500000
布卡综合症,0.0000010000
暴发性肝炎样综合征,0.0000800000
便秘,0.0010000000
吡唑酮类中毒,0.0001200000
Barrett食管,0.0000015000
贲门失弛缓症,0.0001200000
钡中毒,0.0000350000
变形杆菌食物中毒,0.0000200000
蓖麻子中毒,0.0007500000
铋中毒,0.0000200000
丙型病毒性肝炎,0.0280000000
肠病性肢皮炎综合征,0.0000075000
肠道菌群失调症,0.0250000000
肠扭转综合征,0.0000100000
肠气肿综合征,0.0000500000
肠系膜淋巴结结核,0.0001000000
肠系膜上动脉压迫综合征,0.0000200000
粗制棉子油中毒,0.0000650000
肠扭转,0.0000250000
肠套叠,0.0000500000
肠间脓肿,0.0002500000
残胃癌,0.0000015000
残窦综合征,0.0000250000
肠易激综合征,0.0001500000
肠梗阻,0.0000040000
苍耳中毒,0.0000250000
肠道病毒所致各系统感染,0.0000500000
肠系膜上动脉栓塞,0.0050000000
肠道气囊肿症,0.0000350000
餐后血糖过低症,0.0000550000
肠结核,0.0
肠系膜上静脉血栓形成,0.0000500000
大网膜扭转,0.0000350000
胆道运动功能障碍综合征,0.0005000000
胆道张力低下综合征,0.0010000000
胆囊管综合征,0.0000350000
胆石性肠绞塞综合征,0.0000200000
胆汁淤积性黄疸,0.0000500000
第五日综合征,0.0005000000
蛋白丧失胃肠综合征,0.0000200000
胆囊-结肠肝曲粘连综合征,0.0000100000
胆石症,0.0005200000
胆囊切除术后综合征,0.3000000000
大肠息肉,0.0006000000
多发性消化道息肉综合征,0.0900000000
大肠梗阻,0.0007000000
胆汁性肝硬化,0.0000500000
丁型病毒性肝炎,0.0004500000
胆汁返流性胃炎,0.0012000000
胆管癌,0.0000450000
大肠类癌,0.0000550000
毒蕈中毒,0.0000200000
敌鼠中毒,0.0001000000
大肠癌,0.0000400000
大肠恶性淋巴瘤,0.0000450000
Ehler-Danlos综合征,0.0000100000
儿童胰腺功能不全并中性粒细胞减少症综合征,0.0000700000
儿童腹痛,0.0050000000
呃逆症,0.0001300000
非溃疡消化不良,0.1786000000
分流性高胆红素血症综合征,0.0000300000
粪类圆线虫病,0.0000550000
腹肌缺如综合征,0.0000300000
腹绞痛综合征,0.0000100000
腹膜后感染与脓肿,0.0020000000
腹膜后间隙出血,0.0000200000
腹膜后淋巴结炎,0.0000400000
腹膜后腔液体渗病,0.0000070000
腹膜后疝,0.0000620000
腹膜间皮瘤,0.0000550000
腹腔动脉压迫综合征,0.0000250000
腹型癫痫综合征,0.0000500000
腹型偏头痛综合征,0.0000030000
腹主动脉血栓形成综合征,0.0000010000
腹卒中综合征,0.0000150000
Felty综合征,0.0000200000
腹痛,0.0000300000
腹膜炎,0.0000450000
腹泻,0.0012000000
反流性食管炎,0.0050000000
沙门氏菌属食物中毒,0.0000300000
放射性肠炎,0.0000100000
福尔马林中毒,0.0000200000
发芽马铃薯中毒,0.0000080000
副溶血性弧菌食物中毒,0.0000400000
非寄生虫性肝囊肿,0.0000500000
非酒精性脂肪性肝病,0.1500000000
非霍乱弧菌感染,0.0
肛门闭锁,0.0000010000
高锰酸钾中毒,0.0000500000
肝-甲状腺综合征,0.0000210000
肝纤维化,0.0000100000
肝肺综合症,0.0006000000
Gardner综合征,0.0000100000
功能性呕吐,0.0002000000
肝性脊髓病,0.0015000000
肝炎双重感染,0.0
肝炎后综合征,0.0
膈膨出和麻痹,0.0001000000
肝性脑病,0.0000900000
肝硬化,0.0
肝脓肿,0.0000500000
功能性消化不良,0.0830000000
钩虫病,0.0005200000
肝腺瘤,0.0000300000
肝外胆管损伤,0.0000500000
肝损伤,0.0000200000
肝囊肿,0.0000030000
肝包虫囊肿,0.0000210000
膈下脓肿,0.0000500000
肝血管瘤,0.0000200000
钩虫性十二指肠炎综合征,0.0000500000
膈先天性缺损,0.0005500000
膈疝,0.0000100000
肛管、直肠、结肠狭窄,0.0080000000
膈扑动,0.0000300000
含亚硝酸盐类植物性食物中毒,0.0000100000
化脓性汗腺炎,0.0000200000
回盲瓣综合征,0.0000300000
活动盲肠综合征,0.0005000000
横膈下结肠嵌入综合征,0.0000200000
黄疸,0.0001000000
黑色素斑-胃肠多发性息肉综合征,0.0005000000
蛔虫病,0.0750000000
霍乱样综合征,0.0000010000
结、直肠黑变病,0.0001500000
结肠粪性穿孔,0.0005500000
结肠憩室病,0.0000310000
甲醇中毒,0.0000300000
局部麻醉药中毒,0.0000300000
结核性腹膜炎,0.0060000000
急性胃扩张,0.0001500000
急性化脓性胆管炎,0.0
急性出血性坏死性肠炎,0.0001400000
结肠闭锁,0.0000010000
结肠直肠损伤,0.1000000000
结核性肠系膜淋巴结炎,0.0005000000
结肠扭转,0.2000000000
结肠瘘,0.0000030000
结肠癌,0.0000260000
急性胃粘膜病变,0.0004000000
急性腐蚀性胃炎,0.0034000000
急性单纯性胃炎,0.0040000000
假膜性肠炎,0.0000260000
家族性结肠息肉,0.0000100000
急性腹膜炎,0.0001300000
酒精性肝病,0.0800000000
甲型肝炎,0.0003500000
急性胃肠炎,0.3000000000
结肠息肉,0.0009000000
急性胃炎,0.1000000000
急性阑尾炎,0.0085000000
巨膀胱-小结肠-肠蠕动不良综合征,0.0000050000
结缔组织性肠炎,0.0000050000
急性腹型-高脂血症综合征,0.0000020000
Turcot综合征,0.0000200000
急性结肠假性梗阻综合征,0.0000650000
急性胆囊炎,0.0003600000
吉尔伯特综合征,0.0009800000
结石性胆囊炎,0.0800000000
急性胰腺炎,0.0030000000
结肠损伤,0.0200000000
可拉明中毒,0.0005000000
奎宁中毒,0.0000500000
